from	to	source
VdnDe6_55742	CLCdnPW49_9885	panTr
VdnDe7_12400	CLCdnPW49_9885	panTr
VdnDe7_25219	CLCdnPW49_9885	panTr
VdnDe7_27149	CLCdnPW49_9885	panTr
CLCdnDe12_75262	CLCdnPW49_9885	panTr
CLCdnDe13_95286	CLCdnPW49_9885	panTr
CLCdnDe5_67897	CLCdnPW49_9885	panTr
VdnDe2_159735	CLCdnPW49_9885	panTr
VdnDe4_155412	CLCdnPW49_9885	panTr
CLCdnDe13_30770	CLCdnPW49_9885	panTr
CLCdnDe14_5730	CLCdnPW49_9885	panTr
CLCdnDe6_3618	CLCdnPW49_9885	panTr
CLCdnDe7_3355	CLCdnPW49_9885	panTr
VdnDe4_20880	CLCdnPW49_9885	panTr
VdnDe4_48985	CLCdnPW49_9885	panTr
VdnDe4_97462	CLCdnPW49_9885	panTr
VdnDe4_97466	CLCdnPW49_9885	panTr
VdnDe4_97467	CLCdnPW49_9885	panTr
VdnDe5_149520	CLCdnPW49_9885	panTr
VdnDe6_53636	CLCdnPW49_9885	panTr
CLCdnDe12_66729	CLCdnPW49_9885	panTr
CLCdnDe14_70002	CLCdnPW49_9885	panTr
CLCdnDe14_73161	CLCdnPW49_9885	panTr
CLCdnDe2_16359	CLCdnPW49_9885	panTr
CLCdnDe6_68480	CLCdnPW49_9885	panTr
CLCdnDe6_95084	CLCdnPW49_9885	panTr
CLCdnDe7_103871	CLCdnPW49_9885	panTr
CLCdnDe7_104393	CLCdnPW49_9885	panTr
CLCdnDe7_69045	CLCdnPW49_9885	panTr
CLCdnDe8_10374	CLCdnPW49_9885	panTr
VdnDe3_54948	CLCdnPW49_9885	panTr
VdnDe5_114321	CLCdnPW49_9885	panTr
VdnDe5_95251	CLCdnPW49_9885	panTr
VdnDe5_95252	CLCdnPW49_9885	panTr
VdnDe5_95253	CLCdnPW49_9885	panTr
VdnDe5_95254	CLCdnPW49_9885	panTr
VdnDe6_78912	CLCdnPW49_9885	panTr
VdnDe6_78913	CLCdnPW49_9885	panTr
VdnDe6_78914	CLCdnPW49_9885	panTr
VdnDe6_78915	CLCdnPW49_9885	panTr
VdnDe6_78916	CLCdnPW49_9885	panTr
VdnDe6_78917	CLCdnPW49_9885	panTr
VdnDe6_78918	CLCdnPW49_9885	panTr
VdnDe6_91755	CLCdnPW49_9885	panTr
VdnDe6_91756	CLCdnPW49_9885	panTr
VdnDe6_91757	CLCdnPW49_9885	panTr
VdnDe6_98963	CLCdnPW49_9885	panTr
CLCdnDe11_16705	CLCdnPW49_9885	panTr
CLCdnDe11_18353	CLCdnPW49_9885	panTr
CLCdnDe11_18396	CLCdnPW49_9885	panTr
CLCdnDe11_26761	CLCdnPW49_9885	panTr
CLCdnDe11_65515	CLCdnPW49_9885	panTr
CLCdnDe12_55827	CLCdnPW49_9885	panTr
CLCdnDe13_21152	CLCdnPW49_9885	panTr
CLCdnDe13_68061	CLCdnPW49_9885	panTr
CLCdnDe14_24997	CLCdnPW49_9885	panTr
CLCdnDe14_76657	CLCdnPW49_9885	panTr
CLCdnDe2_19625	CLCdnPW49_9885	panTr
CLCdnDe2_27048	CLCdnPW49_9885	panTr
CLCdnDe2_27049	CLCdnPW49_9885	panTr
CLCdnDe5_26964	CLCdnPW49_9885	panTr
CLCdnDe5_26965	CLCdnPW49_9885	panTr
CLCdnDe6_101664	CLCdnPW49_9885	panTr
CLCdnDe6_58495	CLCdnPW49_9885	panTr
CLCdnDe6_67526	CLCdnPW49_9885	panTr
CLCdnDe7_107381	CLCdnPW49_9885	panTr
CLCdnDe7_18796	CLCdnPW49_9885	panTr
VdnDe2_159732	CLCdnPW49_9885	panTr
VdnDe2_50991	CLCdnPW49_9885	panTr
VdnDe2_50997	CLCdnPW49_9885	panTr
VdnDe4_128696	CLCdnPW49_9885	panTr
VdnDe4_128697	CLCdnPW49_9885	panTr
VdnDe4_128700	CLCdnPW49_9885	panTr
VdnDe4_128701	CLCdnPW49_9885	panTr
VdnDe4_157432	CLCdnPW49_9885	panTr
VdnDe4_87901	CLCdnPW49_9885	panTr
VdnDe5_118305	CLCdnPW49_9885	panTr
VdnDe5_21844	CLCdnPW49_9885	panTr
VdnDe5_21847	CLCdnPW49_9885	panTr
VdnDe5_49566	CLCdnPW49_9885	panTr
VdnDe5_49569	CLCdnPW49_9885	panTr
VdnDe5_65057	CLCdnPW49_9885	panTr
VdnDe5_83042	CLCdnPW49_9885	panTr
VdnDe6_31830	CLCdnPW49_9885	panTr
VdnDe6_69535	CLCdnPW49_9885	panTr
VdnDe7_16093	CLCdnPW49_9885	panTr
CLCdnPW10_18787	CLCdnPW49_9885	panTr
CLCdnPW10_5094	CLCdnPW49_9885	panTr
CLCdnPW11_14396	CLCdnPW49_9885	panTr
CLCdnPW11_18726	CLCdnPW49_9885	panTr
CLCdnPW11_9543	CLCdnPW49_9885	panTr
CLCdnPW12_20942	CLCdnPW49_9885	panTr
CLCdnPW12_33539	CLCdnPW49_9885	panTr
CLCdnPW12_39550	CLCdnPW49_9885	panTr
CLCdnPW12_49012	CLCdnPW49_9885	panTr
CLCdnPW13_41248	CLCdnPW49_9885	panTr
CLCdnPW13_41567	CLCdnPW49_9885	panTr
CLCdnPW14_37875	CLCdnPW49_9885	panTr
CLCdnPW14_61160	CLCdnPW49_9885	panTr
CLCdnPW14_6431	CLCdnPW49_9885	panTr
CLCdnPW16_42462	CLCdnPW49_9885	panTr
CLCdnPW16_4931	CLCdnPW49_9885	panTr
CLCdnPW17_39970	CLCdnPW49_9885	panTr
CLCdnPW17_4718	CLCdnPW49_9885	panTr
CLCdnPW18_36943	CLCdnPW49_9885	panTr
CLCdnPW19_10186	CLCdnPW49_9885	panTr
CLCdnPW19_43637	CLCdnPW49_9885	panTr
CLCdnPW19_5113	CLCdnPW49_9885	panTr
CLCdnPW19_71796	CLCdnPW49_9885	panTr
CLCdnPW1_16157	CLCdnPW49_9885	panTr
CLCdnPW1_7913	CLCdnPW49_9885	panTr
CLCdnPW20_26518	CLCdnPW49_9885	panTr
CLCdnPW22_10022	CLCdnPW49_9885	panTr
CLCdnPW22_10025	CLCdnPW49_9885	panTr
CLCdnPW22_19873	CLCdnPW49_9885	panTr
CLCdnPW22_30609	CLCdnPW49_9885	panTr
CLCdnPW23_5280	CLCdnPW49_9885	panTr
CLCdnPW23_5434	CLCdnPW49_9885	panTr
CLCdnPW24_14698	CLCdnPW49_9885	panTr
CLCdnPW24_40181	CLCdnPW49_9885	panTr
CLCdnPW25_14422	CLCdnPW49_9885	panTr
CLCdnPW25_25202	CLCdnPW49_9885	panTr
CLCdnPW25_4913	CLCdnPW49_9885	panTr
CLCdnPW26_21003	CLCdnPW49_9885	panTr
CLCdnPW26_5916	CLCdnPW49_9885	panTr
CLCdnPW27_19883	CLCdnPW49_9885	panTr
CLCdnPW28_14855	CLCdnPW49_9885	panTr
CLCdnPW28_19083	CLCdnPW49_9885	panTr
CLCdnPW28_5564	CLCdnPW49_9885	panTr
CLCdnPW29_39711	CLCdnPW49_9885	panTr
CLCdnPW29_48876	CLCdnPW49_9885	panTr
CLCdnPW29_48877	CLCdnPW49_9885	panTr
CLCdnPW29_49525	CLCdnPW49_9885	panTr
CLCdnPW2_13787	CLCdnPW49_9885	panTr
CLCdnPW2_18804	CLCdnPW49_9885	panTr
CLCdnPW2_26556	CLCdnPW49_9885	panTr
CLCdnPW2_4873	CLCdnPW49_9885	panTr
CLCdnPW30_28455	CLCdnPW49_9885	panTr
CLCdnPW30_35380	CLCdnPW49_9885	panTr
CLCdnPW30_46208	CLCdnPW49_9885	panTr
CLCdnPW31_45373	CLCdnPW49_9885	panTr
CLCdnPW31_9597	CLCdnPW49_9885	panTr
CLCdnPW32_17331	CLCdnPW49_9885	panTr
CLCdnPW32_32240	CLCdnPW49_9885	panTr
CLCdnPW33_18417	CLCdnPW49_9885	panTr
CLCdnPW33_55231	CLCdnPW49_9885	panTr
CLCdnPW34_26985	CLCdnPW49_9885	panTr
CLCdnPW35_13913	CLCdnPW49_9885	panTr
CLCdnPW35_20670	CLCdnPW49_9885	panTr
CLCdnPW35_5750	CLCdnPW49_9885	panTr
CLCdnPW35_9092	CLCdnPW49_9885	panTr
CLCdnPW36_30593	CLCdnPW49_9885	panTr
CLCdnPW36_34118	CLCdnPW49_9885	panTr
CLCdnPW36_39825	CLCdnPW49_9885	panTr
CLCdnPW36_58468	CLCdnPW49_9885	panTr
CLCdnPW36_73067	CLCdnPW49_9885	panTr
CLCdnPW36_77430	CLCdnPW49_9885	panTr
CLCdnPW36_85099	CLCdnPW49_9885	panTr
CLCdnPW36_87712	CLCdnPW49_9885	panTr
CLCdnPW36_89171	CLCdnPW49_9885	panTr
CLCdnPW37_26270	CLCdnPW49_9885	panTr
CLCdnPW38_84211	CLCdnPW49_9885	panTr
CLCdnPW39_16827	CLCdnPW49_9885	panTr
CLCdnPW39_5429	CLCdnPW49_9885	panTr
CLCdnPW3_17507	CLCdnPW49_9885	panTr
CLCdnPW3_21253	CLCdnPW49_9885	panTr
CLCdnPW3_29072	CLCdnPW49_9885	panTr
CLCdnPW3_48557	CLCdnPW49_9885	panTr
CLCdnPW3_55359	CLCdnPW49_9885	panTr
CLCdnPW3_5536	CLCdnPW49_9885	panTr
CLCdnPW40_27030	CLCdnPW49_9885	panTr
CLCdnPW40_5304	CLCdnPW49_9885	panTr
CLCdnPW41_14170	CLCdnPW49_9885	panTr
CLCdnPW41_5718	CLCdnPW49_9885	panTr
CLCdnPW42_5755	CLCdnPW49_9885	panTr
CLCdnPW43_6019	CLCdnPW49_9885	panTr
CLCdnPW43_6153	CLCdnPW49_9885	panTr
CLCdnPW45_16062	CLCdnPW49_9885	panTr
CLCdnPW45_20908	CLCdnPW49_9885	panTr
CLCdnPW45_27593	CLCdnPW49_9885	panTr
CLCdnPW45_5783	CLCdnPW49_9885	panTr
CLCdnPW46_10603	CLCdnPW49_9885	panTr
CLCdnPW46_16131	CLCdnPW49_9885	panTr
CLCdnPW46_16132	CLCdnPW49_9885	panTr
CLCdnPW46_17772	CLCdnPW49_9885	panTr
CLCdnPW46_32291	CLCdnPW49_9885	panTr
CLCdnPW46_48082	CLCdnPW49_9885	panTr
CLCdnPW46_5812	CLCdnPW49_9885	panTr
CLCdnPW47_10399	CLCdnPW49_9885	panTr
CLCdnPW47_15987	CLCdnPW49_9885	panTr
CLCdnPW47_37351	CLCdnPW49_9885	panTr
CLCdnPW48_15382	CLCdnPW49_9885	panTr
CLCdnPW49_17532	CLCdnPW49_9885	panTr
CLCdnPW49_69189	CLCdnPW49_9885	panTr
CLCdnPW49_73250	CLCdnPW49_9885	panTr
CLCdnPW4_28041	CLCdnPW49_9885	panTr
CLCdnPW4_56619	CLCdnPW49_9885	panTr
CLCdnPW50_59806	CLCdnPW49_9885	panTr
CLCdnPW50_70252	CLCdnPW49_9885	panTr
CLCdnPW50_79807	CLCdnPW49_9885	panTr
CLCdnPW50_83225	CLCdnPW49_9885	panTr
CLCdnPW5_5317	CLCdnPW49_9885	panTr
CLCdnPW5_54252	CLCdnPW49_9885	panTr
CLCdnPW6_21027	CLCdnPW49_9885	panTr
CLCdnPW6_24235	CLCdnPW49_9885	panTr
CLCdnPW6_45985	CLCdnPW49_9885	panTr
CLCdnPW6_64851	CLCdnPW49_9885	panTr
CLCdnPW7_27197	CLCdnPW49_9885	panTr
CLCdnPW7_31070	CLCdnPW49_9885	panTr
CLCdnPW8_19153	CLCdnPW49_9885	panTr
CLCdnPW9_30804	CLCdnPW49_9885	panTr
SdnPW1_21672	CLCdnPW49_9885	panTr
SdnPW1_27095	CLCdnPW49_9885	panTr
SdnPW1_46165	CLCdnPW49_9885	panTr
SdnPW1_51448	CLCdnPW49_9885	panTr
SdnPW1_8964	CLCdnPW49_9885	panTr
TPW_comp74086_c2_seq1	CLCdnPW49_9885	panTr
VdnPW1_55423	CLCdnPW49_9885	panTr
VdnPW1_63404	CLCdnPW49_9885	panTr
VdnPW1_63405	CLCdnPW49_9885	panTr
VdnPW1_63410	CLCdnPW49_9885	panTr
VdnPW1_63411	CLCdnPW49_9885	panTr
VdnPW1_63412	CLCdnPW49_9885	panTr
VdnPW1_63413	CLCdnPW49_9885	panTr
VdnPW1_63607	CLCdnPW49_9885	panTr
VdnPW1_83277	CLCdnPW49_9885	panTr
VdnPW1_83280	CLCdnPW49_9885	panTr
VdnPW1_83281	CLCdnPW49_9885	panTr
VdnPW1_83282	CLCdnPW49_9885	panTr
VdnPW2_164779	CLCdnPW49_9885	panTr
VdnPW2_164781	CLCdnPW49_9885	panTr
VdnPW2_50233	CLCdnPW49_9885	panTr
VdnPW2_50234	CLCdnPW49_9885	panTr
VdnPW2_50235	CLCdnPW49_9885	panTr
VdnPW2_50237	CLCdnPW49_9885	panTr
VdnPW2_50238	CLCdnPW49_9885	panTr
VdnPW2_98019	CLCdnPW49_9885	panTr
VdnPW2_98020	CLCdnPW49_9885	panTr
VdnPW2_98022	CLCdnPW49_9885	panTr
VdnPW2_98025	CLCdnPW49_9885	panTr
VdnPW2_98026	CLCdnPW49_9885	panTr
VdnPW3_131894	CLCdnPW49_9885	panTr
VdnPW3_131896	CLCdnPW49_9885	panTr
VdnPW3_32935	CLCdnPW49_9885	panTr
VdnPW3_32936	CLCdnPW49_9885	panTr
VdnPW3_32937	CLCdnPW49_9885	panTr
VdnPW3_32938	CLCdnPW49_9885	panTr
VdnPW3_32940	CLCdnPW49_9885	panTr
VdnPW3_32941	CLCdnPW49_9885	panTr
VdnPW3_32943	CLCdnPW49_9885	panTr
VdnPW3_32944	CLCdnPW49_9885	panTr
VdnPW3_33084	CLCdnPW49_9885	panTr
VdnPW3_33085	CLCdnPW49_9885	panTr
VdnPW3_33086	CLCdnPW49_9885	panTr
VdnPW3_33087	CLCdnPW49_9885	panTr
VdnPW3_33088	CLCdnPW49_9885	panTr
VdnPW3_74940	CLCdnPW49_9885	panTr
VdnPW3_74944	CLCdnPW49_9885	panTr
VdnPW3_74946	CLCdnPW49_9885	panTr
VdnPW4_18269	CLCdnPW49_9885	panTr
VdnPW4_18271	CLCdnPW49_9885	panTr
VdnPW4_21917	CLCdnPW49_9885	panTr
VdnPW4_21918	CLCdnPW49_9885	panTr
VdnPW4_50091	CLCdnPW49_9885	panTr
VdnPW4_50092	CLCdnPW49_9885	panTr
VdnPW4_50093	CLCdnPW49_9885	panTr
VdnPW4_50094	CLCdnPW49_9885	panTr
VdnPW4_50095	CLCdnPW49_9885	panTr
VdnPW4_50097	CLCdnPW49_9885	panTr
VdnPW4_50098	CLCdnPW49_9885	panTr
VdnPW4_50099	CLCdnPW49_9885	panTr
VdnPW4_62344	CLCdnPW49_9885	panTr
VdnPW4_89746	CLCdnPW49_9885	panTr
VdnPW5_28681	CLCdnPW49_9885	panTr
VdnPW5_40206	CLCdnPW49_9885	panTr
VdnPW5_40209	CLCdnPW49_9885	panTr
VdnPW5_40210	CLCdnPW49_9885	panTr
VdnPW5_40211	CLCdnPW49_9885	panTr
VdnPW5_60685	CLCdnPW49_9885	panTr
VdnPW5_60686	CLCdnPW49_9885	panTr
VdnPW5_60688	CLCdnPW49_9885	panTr
VdnPW5_60689	CLCdnPW49_9885	panTr
VdnPW5_90700	CLCdnPW49_9885	panTr
VdnPW6_15137	CLCdnPW49_9885	panTr
VdnPW6_29317	CLCdnPW49_9885	panTr
VdnPW6_40488	CLCdnPW49_9885	panTr
CLCdnPW12_98725	CLCdnPW49_9885	panTr
CLCdnPW19_29406	CLCdnPW49_9885	panTr
CLCdnPW26_18202	CLCdnPW49_9885	panTr
CLCdnPW29_98471	CLCdnPW49_9885	panTr
CLCdnPW3_22929	CLCdnPW49_9885	panTr
CLCdnPW42_22150	CLCdnPW49_9885	panTr
CLCdnPW48_94209	CLCdnPW49_9885	panTr
SdnPW1_54381	CLCdnPW49_9885	panTr
VdnPW4_52484	CLCdnPW49_9885	panTr
CLCdnRY2_33514	CLCdnPW49_9885	panTr
CLCdnRY4_41031	CLCdnPW49_9885	panTr
CLCdnRY4_62898	CLCdnPW49_9885	panTr
CLCdnRY10_41690	CLCdnPW49_9885	panTr
CLCdnRY11_66099	CLCdnPW49_9885	panTr
CLCdnRY1_30946	CLCdnPW49_9885	panTr
CLCdnRY3_38255	CLCdnPW49_9885	panTr
CLCdnRY4_48838	CLCdnPW49_9885	panTr
CLCdnRY7_35610	CLCdnPW49_9885	panTr
CLCdnRY9_41287	CLCdnPW49_9885	panTr
SdnRY1_15922	CLCdnPW49_9885	panTr
SdnRY1_18925	CLCdnPW49_9885	panTr
SdnRY1_41174	CLCdnPW49_9885	panTr
VdnRY2_29588	CLCdnPW49_9885	panTr
VdnRY5_38097	CLCdnPW49_9885	panTr
VdnRY6_13083	CLCdnPW49_9885	panTr
VdnRY6_15239	CLCdnPW49_9885	panTr
SdnRY1_41169	CLCdnPW49_9885	panTr
Sotub06g019750.1.1	PGSC0003DMG400031320	translation-table
Sotub09g007450.1.1	PGSC0003DMG402021564	translation-table
Sotub09g007460.1.1	PGSC0003DMG401021549	translation-table
Sotub10g010100.1.1	PGSC0003DMG400019386	translation-table
PGSC0003DMG400014047	PGSC0003DMT400036467	PGSC-table
PGSC0003DMG400031318	PGSC0003DMT400080429	PGSC-table
PGSC0003DMG401021564	PGSC0003DMT400055529	PGSC-table
PGSC0003DMG402021549	PGSC0003DMT400055489	PGSC-table
PGSC0003DMG406000097	PGSC0003DMT402000097	PGSC-table
PGSC0003DMG406000072	PGSC0003DMT402000072	PGSC-table
PGSC0003DMG406000271	PGSC0003DMT402000271	PGSC-table
PGSC0003DMG406000180	PGSC0003DMT402000180	PGSC-table
PGSC0003DMG400019386	PGSC0003DMT400049886	PGSC-table
PGSC0003DMG400031320	PGSC0003DMT400080445	PGSC-table
PGSC0003DMG401021549	PGSC0003DMT400055488	PGSC-table
PGSC0003DMG402021564	PGSC0003DMT400055531	PGSC-table
PGSC0003DMT400036467	PGSC0003DMC400024729	PGSC-table
PGSC0003DMT400080429	PGSC0003DMC400054560	PGSC-table
PGSC0003DMT400055529	PGSC0003DMC400037387	PGSC-table
PGSC0003DMT400055489	PGSC0003DMC400037350	PGSC-table
PGSC0003DMT402000097	PGSC0003DMC402000097	PGSC-table
PGSC0003DMT402000072	PGSC0003DMC402000072	PGSC-table
PGSC0003DMT402000271	PGSC0003DMC402000271	PGSC-table
PGSC0003DMT402000180	PGSC0003DMC402000180	PGSC-table
PGSC0003DMT400049886	PGSC0003DMC400033672	PGSC-table
PGSC0003DMT400080445	PGSC0003DMC400054564	PGSC-table
PGSC0003DMT400055488	PGSC0003DMC400037349	PGSC-table
PGSC0003DMT400055531	PGSC0003DMC400037388	PGSC-table
PGSC0003DMC400024729	PGSC0003DMP400024729	PGSC-table
PGSC0003DMC400054560	PGSC0003DMP400054560	PGSC-table
PGSC0003DMC400037387	PGSC0003DMP400037387	PGSC-table
PGSC0003DMC400037350	PGSC0003DMP400037350	PGSC-table
PGSC0003DMC402000097	PGSC0003DMP402000097	PGSC-table
PGSC0003DMC402000072	PGSC0003DMP402000072	PGSC-table
PGSC0003DMC402000271	PGSC0003DMP402000271	PGSC-table
PGSC0003DMC402000180	PGSC0003DMP402000180	PGSC-table
PGSC0003DMC400033672	PGSC0003DMP400033672	PGSC-table
PGSC0003DMC400054564	PGSC0003DMP400054564	PGSC-table
PGSC0003DMC400037349	PGSC0003DMP400037349	PGSC-table
PGSC0003DMC400037388	PGSC0003DMP400037388	PGSC-table
PGSC0003DMG400025545	PGSC0003DMT400065667	PGSC-table
PGSC0003DMG400025545	PGSC0003DMT400065668	PGSC-table
PGSC0003DMG400025545	PGSC0003DMT400065670	PGSC-table
PGSC0003DMG400026064	PGSC0003DMT400067052	PGSC-table
PGSC0003DMG400026064	PGSC0003DMT400067053	PGSC-table
PGSC0003DMG403006826	PGSC0003DMT400017594	PGSC-table
PGSC0003DMG403006826	PGSC0003DMT400017595	PGSC-table
PGSC0003DMT400065667	PGSC0003DMC400044305	PGSC-table
PGSC0003DMT400065668	PGSC0003DMC400044306	PGSC-table
PGSC0003DMT400065670	PGSC0003DMC400044307	PGSC-table
PGSC0003DMT400067052	PGSC0003DMC400045223	PGSC-table
PGSC0003DMT400067053	PGSC0003DMC400045224	PGSC-table
PGSC0003DMT400017594	PGSC0003DMC400012091	PGSC-table
PGSC0003DMT400017595	PGSC0003DMC400012092	PGSC-table
PGSC0003DMC400044305	PGSC0003DMP400044305	PGSC-table
PGSC0003DMC400044306	PGSC0003DMP400044306	PGSC-table
PGSC0003DMC400044307	PGSC0003DMP400044307	PGSC-table
PGSC0003DMC400045223	PGSC0003DMP400045223	PGSC-table
PGSC0003DMC400045224	PGSC0003DMP400045224	PGSC-table
PGSC0003DMC400012091	PGSC0003DMP400012091	PGSC-table
PGSC0003DMC400012092	PGSC0003DMP400012092	PGSC-table
